,latitude,longitude,nama,kategori,telp,alamat,website,last_review,date_last_review,last_review_rating,link,intersect
197,-6.9166745,106.9362147,Frances,Toko Kue,Telepon: 0899-1171-717 ,"Alamat: Jl. Siliwangi, Cikole, Kab. Sukabumi, Kota Sukabumi, Jawa Barat 43113 ",,Saya mau pesen udh nunggu 20 menit belum ada pelayan yang samperin saya,4 bulan lalu,3 bintang,"https://www.google.com/maps/place/Frances/@-6.9166128,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68484a067ece09:0xe2b72a4861ee82a2!8m2!3d-6.9166745!4d106.9362147!16s%2Fg%2F11f_j2062v?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
198,-6.9166971,106.9366674,Mr. Plasdone Car Charter & Taxi Online,Layanan Transportasi,Telepon: 0856-5955-1550 ,"Alamat: no. 90-B, Jl. Siliwangi, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43156 ",,,,,"https://www.google.com/maps/place/Mr.+Plasdone+Car+Charter+%26+Taxi+Online/@-6.9166128,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849c68a011203:0xfcba56503422be3e!8m2!3d-6.9166971!4d106.9366674!16s%2Fg%2F11v0d5g_r5?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
199,-6.9167281,106.9365457,Dipo Star Finance,Jasa leasing,Telepon: (0266) 6252885 ,"Alamat: Komplek Ruko Bounty, Jl. Siliwangi No.90, Cikole, Sukabumi Regency, West Java 43113 ",Situs Web: dipostar.com ,,3 tahun lalu,5 bintang,"https://www.google.com/maps/place/Dipo+Star+Finance/@-6.9166128,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68484a06090657:0xc4606622a4b4dbcd!8m2!3d-6.9167281!4d106.9365457!16s%2Fg%2F11fy4k9bgl?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
200,-6.9167756,106.9363633,Agen La Tamba Cuka Apel,Apotek,,"Alamat: Jl. Siliwangi No.96, Cikole, Kab. Sukabumi, Kota Sukabumi, Jawa Barat 43113 ",,,5 tahun lalu,3 bintang,"https://www.google.com/maps/place/Agen+La+Tamba+Cuka+Apel/@-6.9166128,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68484a0468692b:0xc66a509bbfa72f48!8m2!3d-6.9167756!4d106.9363633!16s%2Fg%2F1pzpmvm38?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
201,-6.916807,106.9362653,Kim Yougurt,Toko Makanan,,"Alamat: 3WMP+7GC, Unnamed Road, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,"Rasa enak, tapi porsi sangat berkurang dibanding dulu, biasanya dulu di atas topping dikasih yogurt nya lagi, skrg mah engga. Pelayannya juga buruk, saya datang ke kios tgl 26 Dec 2023 jam 14.00, yg jaga mas nya harus ditraining lagi biar lebih ramah",10 bulan lalu,1 bintang,"https://www.google.com/maps/place/Kim+Yougurt/@-6.9166128,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684999e92dc44f:0x7b105535a17acf3e!8m2!3d-6.916807!4d106.9362653!16s%2Fg%2F11h4lkn8sf?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
202,-6.9168053,106.9367147,Lou Mien,Restoran China,,"Alamat: Komplek Ruko Bounty, Jl. Siliwangi No.90 Blok G&H, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,2 bulan lalu,4 bintang,"https://www.google.com/maps/place/Lou+Mien/@-6.9166128,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849946ec13ec3:0x2448e901a9fe08c5!8m2!3d-6.9168053!4d106.9367147!16s%2Fg%2F11svx9qlzr?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
203,-6.9168517,106.9358895,KaPeGePe,Restoran Indonesia,Telepon: 0857-0333-4322 ,"Alamat: Jl. Siliwangi No.73, RT.05/RW.03, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,2 bulan lalu,5 bintang,"https://www.google.com/maps/place/KaPeGePe/@-6.9166128,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68484a00625f43:0x7b4f96070930e1f4!8m2!3d-6.9168517!4d106.9358895!16s%2Fg%2F1pzxxm8r4?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
204,-6.9169208,106.9359837,Buniayu Adventure & Training,Hotel,,"Alamat: Jl. Siliwangi No.71, Cikole, Kab. Sukabumi, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Buniayu+Adventure+%26+Training/@-6.9166128,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68484a07322065:0xe4cb407f6f5817cf!8m2!3d-6.9169208!4d106.9359837!16s%2Fg%2F11fr3m1763?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
205,-6.916946,106.9364813,Alam Makmur PD,Minimarket,Telepon: 0856-9886-898 ,"Alamat: JL. SIliwangi, No. 37/127, Cikole, Kab. Sukabumi, Kota Sukabumi, Jawa Barat 43113 ",,Baksonya isinya sabun rasa sabun smua,setahun lalu,1 bintang,"https://www.google.com/maps/place/Alam+Makmur+PD/@-6.9166128,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68484a0311561d:0xa4217422aef0d2e!8m2!3d-6.916946!4d106.9364813!16s%2Fg%2F1pzxs39rz?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
206,-6.917043,106.9371377,kos de suci,Pusat Pendidikan,,"Alamat: 3WMP+5VJ, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/kos+de+suci/@-6.9166128,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68490375762a6f:0x67a3b4a210b6c635!8m2!3d-6.917043!4d106.9371377!16s%2Fg%2F11r6sty_vf?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
207,-6.9170755,106.9363721,Kazoku Tei,Restoran Jepang,Telepon: (0266) 7162111 ,"Alamat: Jl. Siliwangi No.88, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,28 menit lalu,5 bintang,"https://www.google.com/maps/place/Kazoku+Tei/@-6.9166128,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849ca46e293d7:0xecdadc57baacbddf!8m2!3d-6.9170755!4d106.9363721!16s%2Fg%2F11cjhs136b?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
208,-6.9149294,106.9367843,Warung Nasi Abah,Restoran,Telepon: 0857-2127-6666 ,"Alamat: Jl. Perana No.9a, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,2 tahun lalu,5 bintang,"https://www.google.com/maps/place/Warung+Nasi+Abah/@-6.9154211,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684971c30dad45:0x388500cf32db284e!8m2!3d-6.9149294!4d106.9367843!16s%2Fg%2F11fp3sm546?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
209,-6.9149661,106.934834,Taman Bunut,Taman Kota,,"Alamat: Jl. Rumah Sakit No.1, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,9 bulan lalu,1 bintang,"https://www.google.com/maps/place/Taman+Bunut/@-6.9149661,106.9345122,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684835a0f1d509:0x8539221cefce0692!8m2!3d-6.9149661!4d106.934834!16s%2Fg%2F11fy4lxn6g?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
210,-6.9150456,106.9366053,Kolam Renang Pasim Prana,Tujuan Wisata,,"Alamat: Jl. Perana No.9A, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",Situs Web: pasimsmk.blogspot.co.id ,,2 minggu lalu,3 bintang,"https://www.google.com/maps/place/Kolam+Renang+Pasim+Prana/@-6.9154211,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68484a6f72a61b:0xc11f5ee28371168!8m2!3d-6.9150456!4d106.9366053!16s%2Fg%2F11cjh_88_y?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
211,-6.915132,106.9352065,Apotek Waluya,Apotek,Telepon: 0858-1960-7082 ,"Alamat: 3WMP+W3W, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Sangat mebatu banget,4 bulan lalu,5 bintang,"https://www.google.com/maps/place/Apotek+Waluya/@-6.9151355,106.9349195,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849f7dbe47dbb:0xf414d0baa27362f3!8m2!3d-6.915132!4d106.9352065!16s%2Fg%2F11h00cn_qq?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
212,-6.915269,106.9351928,bank bjb KCP RSUD Sukabumi,Bank,Telepon: (0266) 6247724 ,"Alamat: Jl. Rumah Sakit No.1, Cikole, Kab. Sukabumi, Kota Sukabumi, Jawa Barat 43113 ",Situs Web: bankbjb.co.id ,,,,"https://www.google.com/maps/place/bank+bjb+KCP+RSUD+Sukabumi/@-6.9152693,106.9348713,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684835a3942f1f:0x1d9bd099a36fc6c9!8m2!3d-6.915269!4d106.9351928!16s%2Fg%2F1pzv81b60?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
213,-6.9153108,106.9359079,Soto Madura/ putra madura,Restoran Jawa,Telepon: 0819-1173-2328 ,"Alamat: Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,2 bulan lalu,5 bintang,"https://www.google.com/maps/place/Soto+Madura%2F+putra+madura/@-6.9154211,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68484a77ef56cf:0x647826542dc4abdc!8m2!3d-6.9153108!4d106.9359079!16s%2Fg%2F11hd6mnnpm?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
214,-6.9152652,106.9354279,Sekretariat SPBE Kab. Sukabumi,Kantor Pemerintah,,"Alamat: Jl. Siliwangi No.67d, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Mantap,2 tahun lalu,5 bintang,"https://www.google.com/maps/place/Sekretariat+SPBE+Kab.+Sukabumi/@-6.9154211,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684903bde05f97:0xb86268d6ab90826d!8m2!3d-6.9152652!4d106.9354279!16s%2Fg%2F11t5y3p0s8?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
215,-6.9153647,106.9351045,Sentral Opname,Rumah Sakit,,"Alamat: 3WMP+V25, Unnamed Road, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,7 bulan lalu,5 bintang,"https://www.google.com/maps/place/Sentral+Opname/@-6.9153648,106.9347828,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849fcff4338c1:0x7a4715b0eaa630f5!8m2!3d-6.9153647!4d106.9351045!16s%2Fg%2F11f7pv4hvw?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
216,-6.9154235,106.9360233,RANK Sports Sukabumi,Toko Perlengkapan Olahraga,,"Alamat: Jl. Siliwangi, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,21 jam lalu,5 bintang,"https://www.google.com/maps/place/RANK+Sports+Sukabumi/@-6.9154211,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849e6e287acc3:0xe7e1dda2070427fc!8m2!3d-6.9154235!4d106.9360233!16s%2Fg%2F11vd9sx9dw?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
217,-6.9154501,106.9353876,LET'S SWING Tennis Club Sukabumi,Klub Tenis,Telepon: 0815-6332-1631 ,"Alamat: Jl. Siliwangi, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",Situs Web: instagram.com ,Emang boleh se-tennis ini 🙌✨✨✨seru parah …,setahun lalu,5 bintang,"https://www.google.com/maps/place/LET'S+SWING+Tennis+Club+Sukabumi/@-6.9154211,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849afaca4c581:0xae12ef694e5ccf50!8m2!3d-6.9154501!4d106.9353876!16s%2Fg%2F11sv1xkz84?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
218,-6.9154991,106.9360777,Milky Mart Sukabumi,Toko,Telepon: 0877-6277-8989 ,"Alamat: Ruko Graha Siliwangi Jl. Siliwangi No.A5, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",Situs Web: api.whatsapp.com ,,2 minggu lalu,5 bintang,"https://www.google.com/maps/place/Milky+Mart+Sukabumi/@-6.9154211,106.9358963,20z/data=!4m6!3m5!1s0x2e6849cd6673037d:0x4f7a75a3d1968f19!8m2!3d-6.9154991!4d106.9360777!16s%2Fg%2F11vd8vpn1j?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
219,-6.9155974,106.936119,Kyan Group,Pemasok Produk Kecantikan,Telepon: 0881-1663-600 ,"Alamat: Ruko Graha Siliwangi Jalan Siliwangi blok A no 10, Kota Sukabumi, Cikole, Kec. Cikole, Kabupaten Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Kyan+Group/@-6.9154211,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68499a067c4277:0x657d056b778a0553!8m2!3d-6.9155974!4d106.936119!16s%2Fg%2F11rt_4l87r?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
220,-6.9156963,106.9357054,Bubur Ayam Siliwangi Mang Dedi,Restoran Bubur,Telepon: 0857-2215-8738 ,"Alamat: Jl. Siliwangi, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,3 bulan lalu,5 bintang,"https://www.google.com/maps/place/Bubur+Ayam+Siliwangi+Mang+Dedi/@-6.9154211,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684922d8548db5:0x58fbbbf87a023715!8m2!3d-6.9156963!4d106.9357054!16s%2Fg%2F11f5wq2cc7?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
221,-6.9157061,106.9361341,Dapur Bu Tini Sukabumi,Restoran,Telepon: 0852-1133-9119 ,"Alamat: Graha Siliwangi, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,"Kami sering kesini, anak kami senang karna ada spot main nya. Makanannya juga makanan rumahan, rasanya enak. Staffnya ramah, tempatnya nyaman. Terimakasih",14 jam lalu,5 bintang,"https://www.google.com/maps/place/Dapur+Bu+Tini+Sukabumi/@-6.9154211,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684975da4e79e9:0x2f5521e6502d35eb!8m2!3d-6.9157061!4d106.9361341!16s%2Fg%2F11vstvmkw9?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
222,-6.9157389,106.9368387,SDN Perana,Sekolah Dasar,,"Alamat: Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat ",,Samping rumah,7 tahun lalu,3 bintang,"https://www.google.com/maps/place/SDN+Perana/@-6.9154211,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684915e300c0fd:0x9182863351742291!8m2!3d-6.9157389!4d106.9368387!16s%2Fg%2F11sj406pf9?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
223,-6.9158534,106.9361902,Mysamsung Service Center - Sukabumi,Layanan reparasi,Telepon: 0800 1128888 ,"Alamat: Jl. Siliwangi Ruko Graha Prana No.B1, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",Situs Web: samsung.com ,"Sudah beberapa kali saya service hp samsung
Secara pelayanan menurut saya ok
Saat saya service dan secara alat tidak ada akan diminta persetujuan pergantian …",2 minggu lalu,5 bintang,"https://www.google.com/maps/place/Mysamsung+Service+Center+-+Sukabumi/@-6.9154211,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68484a0b4bb0b9:0x565d0e6d85670e!8m2!3d-6.9158534!4d106.9361902!16s%2Fg%2F11c1wv_sc0?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
224,-6.9159281,106.9359578,Drop & Fresh,Pasar Makanan Segar,Telepon: 0812-1208-6759 ,"Alamat: Jl. Siliwangi No.67, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,3 bulan lalu,5 bintang,"https://www.google.com/maps/place/Drop+%26+Fresh/@-6.9154211,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68497908fba593:0x80845e40ad1d4fb4!8m2!3d-6.9159281!4d106.9359578!16s%2Fg%2F11k5_wmrnn?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
225,-6.9159698,106.9361474,AYAM GEPREK JUARA CABANG 56,Restoran Masakan Ayam,Telepon: 0858-7180-9455 ,"Alamat: Ayam Geprek Juara 56 - Siliwangi Jl. Siliwangi 98, Ruko Graha Prana No.B5, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,"Bener-bener ga expect kalo bebas milih ayam sama nasinya bisa bebas nambah, cuman atmosfer restonya kurang diremajakan lagi terutama tempat duduk sofanya",3 bulan lalu,5 bintang,"https://www.google.com/maps/place/AYAM+GEPREK+JUARA+CABANG+56/@-6.9154211,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684927ce24284f:0xd22e67e1c365b605!8m2!3d-6.9159698!4d106.9361474!16s%2Fg%2F11h3ygn2jn?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
226,-6.9160082,106.9359384,Amador City Coffee & Grill Bar,Restoran Barbeque,Telepon: 0813-2226-4200 ,"Alamat: Jl. Siliwangi, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,2 hari lalu,5 bintang,"https://www.google.com/maps/place/Amador+City+Coffee+%26+Grill+Bar/@-6.9154211,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684934b77842cd:0xbc54ad1303ec19fc!8m2!3d-6.9160082!4d106.9359384!16s%2Fg%2F11q4k5fp4v?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
227,-6.9138142,106.9351942,Viesta Coffee & Dining,Kafe,Telepon: 0813-9954-1280 ,"Alamat: Jl. Siliwangi No.115, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",Situs Web: instagram.com ,Tempat yang bagus,sebulan lalu,5 bintang,"https://www.google.com/maps/place/Viesta+Coffee+%26+Dining/@-6.9138141,106.9348723,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684835659e85e1:0xb6f793b14f2118e7!8m2!3d-6.9138142!4d106.9351942!16s%2Fg%2F11c3_1wtkx?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
228,-6.9139896,106.9350957,PosAja Drop Point Sukabumi,Kantor Pos,,"Alamat: 3WPP+C25, Cikole, Kec. Cikole, Kabupaten Sukabumi, Jawa Barat ",,,,,"https://www.google.com/maps/place/PosAja+Drop+Point+Sukabumi/@-6.9139899,106.934772,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849069f56c3c5:0x4939c8de7ca1d89f!8m2!3d-6.9139896!4d106.9350957!16s%2Fg%2F11tbk6tt_2?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
229,-6.9142261,106.9353018,Bp Trans Travel,Biro Perjalanan dan Wisata,Telepon: 0851-0053-0169 ,"Alamat: Jl. Siliwangi No.111, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,"Travelnya enak ,ramah drivernya",setahun lalu,5 bintang,"https://www.google.com/maps/place/Bp+Trans+Travel/@-6.9142295,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6848372abb3313:0xda1e8d91dcd6ba5a!8m2!3d-6.9142261!4d106.9353018!16s%2Fg%2F11nyk33jk7?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
230,-6.9141544,106.9362085,Kentang mustafa,Dapur Umum,Telepon: 0813-1004-2589 ,"Alamat: Gg. Mutholib No.47, RT.02/RW.03, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Kentang+mustafa/@-6.9142295,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684962fd0c90ab:0x5135f43770d96f15!8m2!3d-6.9141544!4d106.9362085!16s%2Fg%2F11p0fxh6zq?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
231,-6.9142644,106.9353048,Butler Bar & Bistro,Restoran,Telepon: (0266) 6243639 ,"Alamat: Jl. Siliwangi No.111, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,2 hari lalu,5 bintang,"https://www.google.com/maps/place/Butler+Bar+%26+Bistro/@-6.9142295,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684835654cf605:0xae23b6e54b3f4e53!8m2!3d-6.9142644!4d106.9353048!16s%2Fg%2F11b8c56rc5?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
232,-6.9143473,106.9349742,Outex authentic,Toko Pakaian,Telepon: 0895-3465-90080 ,"Alamat: Jl. Rumah Sakit No.2, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",Situs Web: shp.ee ,,,,"https://www.google.com/maps/place/Outex+authentic/@-6.9143473,106.9346523,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684969e06b4a75:0xbb2627501ec64a49!8m2!3d-6.9143473!4d106.9349742!16s%2Fg%2F11svmnd86b?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
233,-6.9143389,106.9353738,Jasmine Boutique,Toko Pakaian,Telepon: 0857-7689-6797 ,"Alamat: Jl. Siliwangi No.111, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Jasmine+Boutique/@-6.9142295,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849ad76bf67b9:0x67604048fe317142!8m2!3d-6.9143389!4d106.9353738!16s%2Fg%2F11vkc595t_?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
234,-6.9144002,106.9353822,Nasi Kuning & Susu Murni Bunut,Perusahaan pengolahan makanan,,"Alamat: Jl. Siliwangi No.109, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43151 ",,,sebulan lalu,5 bintang,"https://www.google.com/maps/place/Nasi+Kuning+%26+Susu+Murni+Bunut/@-6.9142295,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68483578b367af:0x11bd2e7801057539!8m2!3d-6.9144002!4d106.9353822!16s%2Fg%2F11cn68j6s5?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
235,-6.9144458,106.9350003,Bunut 8 / Boendel Cafe,Kafe,,"Alamat: Jl. Rumah Sakit No.2, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,4 bulan lalu,5 bintang,"https://www.google.com/maps/place/Bunut+8+%2F+Boendel+Cafe/@-6.9144658,106.9346755,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684835770e5c8f:0x97700faadf47c7e0!8m2!3d-6.9144458!4d106.9350003!16s%2Fg%2F11f_2286mp?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
236,-6.9147096,106.9362507,Wisma Bhayangkara Sektupa Lemdikpol,Pondok,,"Alamat: Gg. Mutholib No.18, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,2 tahun lalu,5 bintang,"https://www.google.com/maps/place/Wisma+Bhayangkara+Sektupa+Lemdikpol/@-6.9142295,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68484a8757bba5:0x1a8417c212dacb2f!8m2!3d-6.9147096!4d106.9362507!16s%2Fg%2F11fy5gxxz5?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
237,-6.9147714,106.935221,Away market,Layanan Transportasi,,"Alamat: Jl. Rumah Sakit No.8, RW.2, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Sangat mmbantu,2 bulan lalu,5 bintang,"https://www.google.com/maps/place/Away+market/@-6.9147714,106.9348991,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849a8caebfa89:0xcded87c6fd3b1fe5!8m2!3d-6.9147714!4d106.935221!16s%2Fg%2F11t4bb5d_9?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
238,-6.9125238,106.9367788,Fitri home,Inspektur Tempat Tinggal,,"Alamat: Perum prana estate blok A3 no 8, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Fitri+home/@-6.9130379,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849bb22cc79f5:0xe34ef99f6a4645af!8m2!3d-6.9125238!4d106.9367788!16s%2Fg%2F11rkhcpwlx?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
239,-6.9126136,106.9370747,FITRA Jawa Barat,Organisasi Nonprofit,,"Alamat: Estate, Jl. Perana No.8 Blok A3, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat ",,,10 bulan lalu,5 bintang,"https://www.google.com/maps/place/FITRA+Jawa+Barat/@-6.9130379,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849002b847981:0x601b058867f77345!8m2!3d-6.9126136!4d106.9370747!16s%2Fg%2F11vmb06vh5?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
240,-6.9127017,106.9366488,Disini Jual Aqua & Le Mineral Galon,Pemasok Air Minum Dalam Kemasan,Telepon: (0266) 244186 ,"Alamat: 3WPP+WM6, Jalan Prana, Komplek Prana Estate, Cikole, Kec. Cikole, Kabupaten Sukabumi, Jawa Barat 43113 ",,,5 bulan lalu,5 bintang,"https://www.google.com/maps/place/Disini+Jual+Aqua+%26+Le+Mineral+Galon/@-6.9130379,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68484ababa1967:0x46306f0e1f52d456!8m2!3d-6.9127017!4d106.9366488!16s%2Fg%2F11fy9h5szr?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
