,text,scores,boxes,centroid,source,latitude,longitude,nama,kategori,telp,alamat,website,last_review,date_last_review,last_review_rating,link
384,oppo service,0.9918085932731628,"[[961.0, 592.0], [1052.0, 596.0], [1051.0, 616.0], [960.0, 612.0]]",POINT (1006 604),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",,,,,,,,,,,
385,cantigi wd,0.9075721502304077,"[[690.0, 616.0], [764.0, 616.0], [764.0, 638.0], [690.0, 638.0]]",POINT (727 627),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.9204481,106.9356184,Cantigi,Toko Kue,Telepon: 0856-2476-4111 ,"Alamat: Jl. Siliwangi No.29, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Aduh gk bngt sama toko ini percuma jualan bertahun-tahun tp gk profesional bngt masa pesenan gk sesuai.. Mau ngejelasin parah nya pelayanan nya tp lebih mau berkata kasar,2 minggu lalu,1 bintang,"https://www.google.com/maps/place/Cantigi/@-6.9201876,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684837e42b0b97:0xd5573910c838e4bd!8m2!3d-6.9204481!4d106.9356184!16s%2Fg%2F1pzs4szdv?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
386,toko perbaikan ponsel,0.9824142456054688,"[[962.0, 620.0], [1076.0, 620.0], [1076.0, 640.0], [962.0, 640.0]]",POINT (1019 630),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",,,,,,,,,,,
387,o ayah rw,0.9640957713127136,"[[1506.0, 628.0], [1590.0, 628.0], [1590.0, 650.0], [1506.0, 650.0]]",POINT (1548 639),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.920469,106.936667,Ayah RW,Kedai Kopi,,"Alamat: Jl. Siliwangi Gg. H. Marzuki No.3, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Pemiliknya nya bijaksana,setahun lalu,5 bintang,"https://www.google.com/maps/place/Ayah+RW/@-6.9201876,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849cdf68c08a9:0xa13ca3364ccdf29d!8m2!3d-6.920469!4d106.936667!16s%2Fg%2F11ty04t6gy?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
388,kantor notaris,0.9738211631774902,"[[644.0, 662.0], [738.0, 662.0], [738.0, 676.0], [644.0, 676.0]]",POINT (691 669),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.920508,106.935632,"Kantor Notaris - PPAT Astri Ester Silalahi, S.H., M.Kn.",Notaris,Telepon: 0812-6441-9200 ,"Alamat: Jl. Siliwangi G No.29, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Kantor+Notaris+-+PPAT+Astri+Ester+Silalahi,+S.H.,+M.Kn./@-6.9201876,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68498d4ac87d1f:0x2ba66d3dd8b6f5e0!8m2!3d-6.920508!4d106.935632!16s%2Fg%2F11mwykt6n2?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
389,wizzmie sukabumi,0.9717685580253601,"[[152.0, 680.0], [286.0, 678.0], [286.0, 698.0], [152.0, 700.0]]",POINT (219 689),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.9205483,106.9348809,Wizzmie Sukabumi,Restoran Indonesia,,"Alamat: Jl. R. E. Martadinata No.67-515, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Kapan mulai buka ?,6 hari lalu,5 bintang,"https://www.google.com/maps/place/Wizzmie+Sukabumi/@-6.9205331,106.934483,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849000c6fb975:0xb016c971895b4598!8m2!3d-6.9205483!4d106.9348809!16s%2Fg%2F11y7tt3mp0?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
391,onatello,0.771806001663208,"[[69.0, 730.0], [147.0, 725.0], [149.0, 755.0], [71.0, 760.0]]",POINT (109 742.5),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.920607,106.9348324,House of Donatello,Toko Sepatu,Telepon: 0811-2448-180 ,"Alamat: Jl. R. E. Martadinata No.67, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",Situs Web: donatello.co.id ,,3 minggu lalu,5 bintang,"https://www.google.com/maps/place/House+of+Donatello/@-6.9205986,106.9344683,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684836b3348e17:0x8cdedd30110894d6!8m2!3d-6.920607!4d106.9348324!16s%2Fg%2F11bw73d964?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
392,o kedai es kepo,0.9550917148590088,"[[1486.0, 740.0], [1606.0, 740.0], [1606.0, 761.0], [1486.0, 761.0]]",POINT (1546 750.5),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.9206089,106.9366088,Kedai Es Kepo,Kafe,,"Alamat: Jl. Siliwangi Gg. H. Marzuki No.3, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,2 tahun lalu,5 bintang,"https://www.google.com/maps/place/Kedai+Es+Kepo/@-6.9201876,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6848483b34dca3:0x569f7f1dbf8b3a56!8m2!3d-6.9206089!4d106.9366088!16s%2Fg%2F11hd7fkq20?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
393,ealer kendaraan bern,0.9751833081245422,"[[280.0, 769.0], [386.0, 769.0], [386.0, 783.0], [280.0, 783.0]]",POINT (333 776),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.9205696,106.9349621,Dealer Yamaha Sukabumi (Sentral Motor),Dealer Kendaraan Bermotor,Telepon: 0857-2003-1131 ,"Alamat: Jl. R. E. Martadinata No.69, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,"Pengalaman yang buruk banget, keluhan apa di kerjain apa, trus udah selesai service saya komplain ternyata belum dikerjain, adm nya panggil yg pegang motor saya, dengan enak nya mekanik nya aduh saya udah cape seharian kerja datang lagi ajah besok.. fucek lah",2 bulan lalu,1 bintang,"https://www.google.com/maps/place/Dealer+Yamaha+Sukabumi+(Sentral+Motor)/@-6.9206253,106.9346299,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684837ac1913e9:0x645827ec94377b47!8m2!3d-6.9205696!4d106.9349621!16s%2Fg%2F1pzrnpf32?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
394,mi azzahidiyah,0.9496047496795654,"[[612.0, 825.0], [732.0, 825.0], [732.0, 845.0], [612.0, 845.0]]",POINT (672 835),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.9206987,106.9356069,MI AZZAHIDIYAH,Sekolah,,"Alamat: 3WHP+P6H, Jl. Siliwangi Gg. H. Marzuki, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,4 minggu lalu,5 bintang,"https://www.google.com/maps/place/MI+AZZAHIDIYAH/@-6.9201876,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68497efc1e8c1b:0x8a12a1ae6e8c294c!8m2!3d-6.9206987!4d106.9356069!16s%2Fg%2F11f7r4k723?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
395,mie ayam 8,0.9911423921585083,"[[610.0, 845.0], [684.0, 845.0], [684.0, 859.0], [610.0, 859.0]]",POINT (647 852),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",,,,,,,,,,,
396,o bhisa pogg!abumi,0.8204551935195923,"[[888.0, 851.0], [1058.0, 851.0], [1058.0, 879.0], [888.0, 879.0]]",POINT (973 865),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",,,,,,,,,,,
397,es teh manis solo o,0.9680588245391846,"[[410.0, 857.0], [560.0, 853.0], [560.0, 879.0], [410.0, 883.0]]",POINT (485 868),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.9207684,106.9353383,Es teh manis solo,Dapur Umum,Telepon: 0895-3398-69881 ,"Alamat: Jl. R. E. Martadinata No.67-515, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,"Wangi Sepet legit kental,, segerrrr",10 bulan lalu,5 bintang,"https://www.google.com/maps/place/Es+teh+manis+solo/@-6.9201876,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684900130f2e07:0xcffb1f444c4c61cf!8m2!3d-6.9207684!4d106.9353383!16s%2Fg%2F11lcrvx0zx?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
398,mie baso elka,0.7920507788658142,"[[585.0, 858.0], [716.0, 846.0], [719.0, 880.0], [588.0, 892.0]]",POINT (652 869),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",,,,,,,,,,,
399,kuliner 69,0.9714756011962891,"[[1262.0, 863.0], [1362.0, 863.0], [1362.0, 891.0], [1262.0, 891.0]]",POINT (1312 877),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?",-6.9207827,106.9364162,Kuliner 69,Kedai Sarapan & Makan Siang,Telepon: 0831-7700-9106 ,"Alamat: Jl. Siliwangi Gg. H. Marzuki No.12-3, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,"Mantep pokoknya
Cocok buat tempat ngopi
Lokasi nya strategis ditengah kota dan banyak pilihan menu makanan& minuman nya
Ga bakal nyesel pokoknya",2 tahun lalu,5 bintang,"https://www.google.com/maps/place/Kuliner+69/@-6.9207827,106.9360944,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684925d13eb4e7:0xa8b6c03ec15021b7!8m2!3d-6.9207827!4d106.9364162!16s%2Fg%2F11rq2gnmny?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
400,bc dare to drive (dtd) o),0.9501479864120483,"[[904.0, 0.0], [1108.0, 0.0], [1108.0, 20.0], [904.0, 20.0]]",POINT (1006 10),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.9184306,106.936039,BC Dare To Drive (DTD),Layanan Transportasi,,"Alamat: Jl. Syamsudin. SH No.53-59, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,"Jasa transportasi online maupun ofline..
Bisa TLP/WA ke no 081380280651",2 tahun lalu,5 bintang,"https://www.google.com/maps/place/BC+Dare+To+Drive+(DTD)/@-6.9184306,106.9357172,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849a3607fe25d:0xb2115f2a5f3113b!8m2!3d-6.9184306!4d106.936039!16s%2Fg%2F11t509p7qj?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
401,bascam dtd,0.9786749482154846,"[[834.0, 92.0], [950.0, 92.0], [950.0, 114.0], [834.0, 114.0]]",POINT (892 103),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.918547,106.935744,BasCam DTD,Agen Sewa Mobil,,"Alamat: 3WJP+H7C, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/BasCam+DTD/@-6.918996,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684903181affc5:0x3c5e06067eb022e5!8m2!3d-6.918547!4d106.935744!16s%2Fg%2F11l296l2vs?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
402,pertama-krister,0.9497486352920532,"[[654.0, 104.0], [754.0, 104.0], [754.0, 118.0], [654.0, 118.0]]",POINT (704 111),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.9185539,106.9356494,Sekloah Menengah Pertama Kristen,Sekolah,,"Alamat: 3WJP+H7C, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Sekloah+Menengah+Pertama+Kristen/@-6.918996,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68483621c96f1f:0x35a06f4e0465e3a!8m2!3d-6.9185539!4d106.9356494!16s%2Fg%2F11c45w2vqz?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
403,de kebondjati,0.9287094473838806,"[[1193.0, 103.0], [1314.0, 108.0], [1313.0, 130.0], [1192.0, 125.0]]",POINT (1253 116.5),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.9185767,106.9362257,De Kebondjati,Restoran,Telepon: (0266) 221861 ,"Alamat: Jl. Siliwangi No.74, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,seminggu lalu,5 bintang,"https://www.google.com/maps/place/De+Kebondjati/@-6.918996,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684849dc1e2c2d:0xdd5191cdfa8bb8de!8m2!3d-6.9185767!4d106.9362257!16s%2Fg%2F11c2y3235l?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
404,perguruan,0.9292876720428467,"[[360.0, 133.0], [463.0, 145.0], [460.0, 172.0], [357.0, 160.0]]",POINT (410 152.5),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.918607,106.9352116,Perguruan Tamansiswa Sukabumi,Sekolah,,"Alamat: 3WJP+H34, Jl. Syamsudin. SH, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,sebulan lalu,5 bintang,"https://www.google.com/maps/place/Perguruan+Tamansiswa+Sukabumi/@-6.9186323,106.934889,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6848368a6c2607:0x78c6272184e6b5ce!8m2!3d-6.918607!4d106.9352116!16s%2Fg%2F11g889mdnt?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
406,bpk penabur sukabumi,0.9825258851051331,"[[630.0, 159.0], [812.0, 159.0], [812.0, 185.0], [630.0, 185.0]]",POINT (721 172),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.918626,106.9356823,BPK Penabur Sukabumi,Sekolah,,"Alamat: 3WJP+G7V, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Kenangan yg tidak akan pernah terlupakan pernah sekolah di SMK kartika penabur angkatan pertama tahun 86 waktu itu hanya 2 kelas dan digabung dengan SMP penabur. kepala sekolahnya almarhum ibu marta🙄kami Hanya bisa mengenang kenangan itu tetapi kenangan itu tidak bisa kembali lagi🥺 …,setahun lalu,5 bintang,"https://www.google.com/maps/place/BPK+Penabur+Sukabumi/@-6.918996,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849c3e4a8244f:0xe639c742bbb73999!8m2!3d-6.918626!4d106.9356823!16s%2Fg%2F11h3c4gdn6?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
407,o sembun otal,0.8071373701095581,"[[1228.0, 289.0], [1354.0, 289.0], [1354.0, 331.0], [1228.0, 331.0]]",POINT (1291 310),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.9187491,106.9362942,Sembuhtotaal,Toko Obat China,,"Alamat: 3WJP+GG3, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Sembuhtotaal/@-6.918996,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684942620a0e45:0xfa02237bf104af8b!8m2!3d-6.9187491!4d106.9362942!16s%2Fg%2F11kv6c0xlt?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
408,wlayan kekuaeen,0.5273292660713196,"[[864.0, 393.0], [1010.0, 393.0], [1010.0, 435.0], [864.0, 435.0]]",POINT (937 414),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",,,,,,,,,,,
409,estaurant sunda.,0.9653660655021667,"[[1588.0, 415.0], [1690.0, 415.0], [1690.0, 429.0], [1588.0, 429.0]]",POINT (1639 422),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.918992,106.9367039,Restaurant Sunda Rasa Sukabumi,Restoran Sunda,Telepon: (0266) 213059 ,"Alamat: Jl. Siliwangi No.68, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Enak,15 jam lalu,5 bintang,"https://www.google.com/maps/place/Restaurant+Sunda+Rasa+Sukabumi/@-6.918996,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849f4e58f15e3:0xe9981092b4ec1e77!8m2!3d-6.918992!4d106.9367039!16s%2Fg%2F11b6wd4j6t?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
410,nasi goreng 212,0.982129693031311,"[[1033.0, 527.0], [1173.0, 518.0], [1175.0, 548.0], [1035.0, 557.0]]",POINT (1104 537.5),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",,,,,,,,,,,
411,nasi goreng,0.9884259700775146,"[[1064.0, 546.0], [1124.0, 546.0], [1124.0, 560.0], [1064.0, 560.0]]",POINT (1094 553),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.9191418,106.9360011,Nasi Goreng 212,Restoran Nasi Goreng,,"Alamat: Jl. Siliwangi No.66, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,"Kalau buat kami sekeluarga, nasi goreng ini walau tempatnya cuma dipinggir jalan dan kelihatan tidak wah, tapi kami suka rasanya. Jadi kalo beli nasgor , kalo ga di nasgor partai politik itu ya disini. Harga nasgornya aja 14 ribu, plus telor ceplok nambah 3 ribu. Buka jam 5 sore sampe jam 11/12 malam",4 minggu lalu,5 bintang,"https://www.google.com/maps/place/Nasi+Goreng+212/@-6.918996,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684900519fd66d:0xd3d7cb8ab8034059!8m2!3d-6.9191418!4d106.9360011!16s%2Fg%2F11vqzqcct1?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
412,masjid-daarussalaam,0.9911665916442871,"[[1636.0, 546.0], [1804.0, 546.0], [1804.0, 572.0], [1636.0, 572.0]]",POINT (1720 559),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.9191657,106.9369952,Masjid-Daarussalaam,Masjid,,"Alamat: Jl. Siliwangi No.52, Kebonjati, Kec. Cikole, Kabupaten Sukabumi, Jawa Barat 43113 ",,Bisa buat jumatan nggak yah,2 tahun lalu,5 bintang,"https://www.google.com/maps/place/Masjid-Daarussalaam/@-6.918996,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684849c8b1498f:0xc94fd444569544db!8m2!3d-6.9191657!4d106.9369952!16s%2Fg%2F11g9q6wlpm?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
413,sherly salon o,0.977135181427002,"[[1702.0, 652.0], [1808.0, 652.0], [1808.0, 674.0], [1702.0, 674.0]]",POINT (1755 663),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.9193019,106.9370253,Sherly salon,Salon Kecantikan,Telepon: 0815-6336-0062 ,"Alamat: 3WJP+7RC belakang hotel horison, Jl. Siliwangi Gg. H. Maksudi, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,2 tahun lalu,5 bintang,"https://www.google.com/maps/place/Sherly+salon/@-6.918996,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684961d1b41b21:0x64fe1f480a24dfc7!8m2!3d-6.9193019!4d106.9370253!16s%2Fg%2F11fmh6z56s?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
414,pit olecionns,0.549500048160553,"[[1024.0, 688.0], [1158.0, 688.0], [1158.0, 730.0], [1024.0, 730.0]]",POINT (1091 709),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.91936,106.9360081,Piti collections,Toko Pakaian,Telepon: 0822-1371-0123 ,"Alamat: Jl. Siliwangi No.62, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Piti+collections/@-6.918996,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849a18a6e482d:0x2a609cdb574b4e24!8m2!3d-6.91936!4d106.9360081!16s%2Fg%2F11g__53vt_?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
415,ojap,0.7705055475234985,"[[1868.0, 751.0], [1919.0, 751.0], [1919.0, 787.0], [1868.0, 787.0]]",POINT (1893.5 769),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",,,,,,,,,,,
416,mic am eika,0.7634544372558594,"[[1008.0, 775.0], [1138.0, 775.0], [1138.0, 811.0], [1008.0, 811.0]]",POINT (1073 793),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.9194731,106.9359818,Mie Baso & Mie Ayam Elka,Restoran Bakso,Telepon: 0857-9840-0966 ,"Alamat: 3WJP+699, Jl. Siliwangi, Kebonjati, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,"Cukup enak rasanya. Harga relatif terjangkau. Ada beberapa cabang nya, tapi rasa tidak berbeda koq",sebulan lalu,4 bintang,"https://www.google.com/maps/place/Mie+Baso+%26+Mie+Ayam+Elka/@-6.918996,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684849d5c2632d:0x331a1f3e16cac610!8m2!3d-6.9194731!4d106.9359818!16s%2Fg%2F11bzrppfc2?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
417,antor dekopinda,0.9880877733230591,"[[176.0, 795.0], [276.0, 793.0], [276.0, 813.0], [176.0, 815.0]]",POINT (226 804),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.9195032,106.9348058,Kantor Dekopinda Dewan Koperasi Indonesia Daerah Kota Sukabumi,Koperasi,Telepon: (0266) 6249762 ,"Alamat: Jl. Koperasi No.105A, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Luar biasa,4 tahun lalu,5 bintang,"https://www.google.com/maps/place/Kantor+Dekopinda+Dewan+Koperasi+Indonesia+Daerah+Kota+Sukabumi/@-6.9195033,106.934484,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68483633e3156f:0xba688bb761e6389!8m2!3d-6.9195032!4d106.9348058!16s%2Fg%2F11f03y8jv2?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
418,siliwangi,0.9184367060661316,"[[911.0, 803.0], [934.0, 809.0], [913.0, 891.0], [890.0, 885.0]]",POINT (912 847),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",,,,,,,,,,,
420,legal kota.,0.9475423693656921,"[[358.0, 863.0], [440.0, 863.0], [440.0, 877.0], [358.0, 877.0]]",POINT (399 870),"https://www.google.com/maps/@-6.918996,106.9358963,20z?",-6.9196021,106.9352263,UPTD METROLGI LEGAL KOTA SUKABUMI,Kantor Pemerintah,Telepon: (0266) 221954 ,"Alamat: 3WJP+535, Jl. Koperasi, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,3 tahun lalu,5 bintang,"https://www.google.com/maps/place/UPTD+METROLGI+LEGAL+KOTA+SUKABUMI/@-6.9195679,106.9349085,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68496e75cc65d1:0xcb52a3e4d6322d1c!8m2!3d-6.9196021!4d106.9352263!16s%2Fg%2F11pbcqzwq3?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
421,transportasi umum   apotek,0.8586670160293579,"[[986.0, 24.0], [1254.0, 24.0], [1254.0, 50.0], [986.0, 50.0]]",POINT (1120 37),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?",,,,,,,,,,,
422,rai raka laundry o,0.9132831692695618,"[[792.0, 64.0], [926.0, 64.0], [926.0, 92.0], [792.0, 92.0]]",POINT (859 78),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?",-6.9173321,106.9358349,Rai raka laundry,Pemasok peralatan binatu yang dioperasikan dengan koin,Telepon: 0851-5994-8302 ,"Alamat: Jl. Siliwangi Gg. H. Maksudi, RT.003/RW.006, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43112 ",,,,,"https://www.google.com/maps/place/Rai+raka+laundry/@-6.9178044,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849be5adee07f:0x53487be74fabe878!8m2!3d-6.9173321!4d106.9358349!16s%2Fg%2F11ny2f2hk7?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
423,parkiran gg jayaniti,0.957756757736206,"[[1640.0, 58.0], [1794.0, 60.0], [1794.0, 82.0], [1640.0, 80.0]]",POINT (1717 70),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?",-6.9173189,106.9369986,Parkiran gg jayaniti,Tempat Parkir,,"Alamat: 3WMP+3QH, Cikole, Kec. Cikole, Kabupaten Sukabumi, Jawa Barat ",,Cucok,seminggu lalu,2 bintang,"https://www.google.com/maps/place/Parkiran+gg+jayaniti/@-6.9178044,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68493ea0100add:0x55476e69b0630257!8m2!3d-6.9173189!4d106.9369986!16s%2Fg%2F11t7dlfjqc?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
424,gabriella home o,0.948157787322998,"[[958.0, 78.0], [1082.0, 78.0], [1082.0, 100.0], [958.0, 100.0]]",POINT (1020 89),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?",,,,,,,,,,,
425,bakmie sanji,0.9593573212623596,"[[1237.0, 105.0], [1352.0, 93.0], [1355.0, 123.0], [1240.0, 134.0]]",POINT (1296.321369516584 113.71568913529813),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?",,,,,,,,,,,
426,o bengkel aceng,0.9693172574043274,"[[160.0, 120.0], [284.0, 120.0], [284.0, 142.0], [160.0, 142.0]]",POINT (222 131),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?",,,,,,,,,,,
427,@ mihoshop 2,0.8992474675178528,"[[1282.0, 144.0], [1388.0, 144.0], [1388.0, 163.0], [1282.0, 163.0]]",POINT (1335 153.5),"https://www.google.com/maps/@-6.9178044,106.9358963,20z?",-6.9174351,106.9363446,MihoShop 2,Toko makanan beku,Telepon: 0895-0584-3700 ,"Alamat: Jl. Siliwangi No.86, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,3 bulan lalu,5 bintang,"https://www.google.com/maps/place/MihoShop+2/@-6.9178044,106.9358963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849257715b183:0x5aee0f9d770be904!8m2!3d-6.9174351!4d106.9363446!16s%2Fg%2F11krcct2vr?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
